Alpaca successfully connected
Loaded preprocessed data with shape (23968830, 16)
Getting Numpy arrays from data!

| `step`: Number of samples, or total training steps, or running times of `env.step()`.
| `time`: Time spent from the start of training to this moment.
| `avgR`: Average value of cumulative rewards, which is the sum of rewards in an episode.
| `stdR`: Standard dev of cumulative rewards, which is the sum of rewards in an episode.
| `avgS`: Average of steps in an episode.
| `objC`: Objective of Critic network. Or call it loss function of critic network.
| `objA`: Objective of Actor network. It is the average Q value of the critic network.
|     step      time  |     avgR    stdR    avgS  |     objC      objA
| 6.05e+07    129897  |    -1.15    0.00   12345  |     0.46      0.42
| 6.05e+07    129940  |    -1.36    0.00   12345  |     0.77      0.45
| 6.05e+07    129982  |    -1.26    0.00   12345  |     0.70      0.34
| 6.05e+07    130024  |    -1.55    0.00   12345  |     0.36      0.44
| 6.06e+07    130069  |    -1.28    0.00   12345  |     0.18      0.37
| 6.06e+07    130112  |    -1.42    0.00   12345  |     0.32      0.35
| 6.06e+07    130155  |    -1.32    0.00   12345  |     1.67      0.47
| 6.06e+07    130198  |    -1.21    0.00   12345  |     0.63      0.35
| 6.06e+07    130240  |    -1.59    0.00   12345  |     0.68      0.39
| 6.07e+07    130282  |    -1.38    0.00   12345  |     0.74      0.41
| 6.07e+07    130324  |    -1.41    0.00   12345  |     0.73      0.40
| 6.07e+07    130367  |    -1.41    0.00   12345  |     0.33      0.35
| 6.07e+07    130409  |    -1.21    0.00   12345  |     0.41      0.41
| 6.07e+07    130451  |    -1.39    0.00   12345  |     0.00      0.46
| 6.08e+07    130493  |    -1.19    0.00   12345  |     0.00      0.40
| 6.08e+07    130535  |    -1.08    0.00   12345  |     0.00      0.40
| 6.08e+07    130577  |    -1.75    0.00   12345  |     0.00      0.41
| 6.08e+07    130618  |    -1.17    0.00   12345  |     0.33      0.42
| 6.08e+07    130660  |    -1.31    0.00   12345  |     0.15      0.36
| 6.09e+07    130702  |    -1.15    0.00   12345  |     0.08      0.35
| 6.09e+07    130744  |    -1.27    0.00   12345  |     0.09      0.40
| 6.09e+07    130787  |    -1.86    0.00   12345  |     0.15      0.41
| 6.09e+07    130830  |    -1.41    0.00   12345  |     0.13      0.37
| 6.09e+07    130873  |    -1.48    0.00   12345  |     0.15      0.36
| 6.10e+07    130916  |    -1.23    0.00   12345  |     0.12      0.37
| 6.10e+07    130960  |    -1.32    0.00   12345  |     0.40      0.44
| 6.10e+07    131002  |    -1.25    0.00   12345  |     0.00      0.42
| 6.10e+07    131044  |    -1.40    0.00   12345  |     0.00      0.43
| 6.10e+07    131087  |    -1.24    0.00   12345  |     0.00      0.43
| 6.11e+07    131129  |    -1.36    0.00   12345  |     0.00      0.42
| 6.11e+07    131173  |    -1.21    0.00   12345  |     0.00      0.42
| 6.11e+07    131216  |    -1.22    0.00   12345  |     0.00      0.41
| 6.11e+07    131259  |    -1.13    0.00   12345  |     0.00      0.42
| 6.11e+07    131301  |    -1.79    0.00   12345  |     0.30      0.36
| 6.12e+07    131343  |    -1.43    0.00   12345  |     0.59      0.42
| 6.12e+07    131386  |    -1.41    0.00   12345  |     0.38      0.39
| 6.12e+07    131428  |    -1.58    0.00   12345  |     1.06      0.47
| 6.12e+07    131471  |    -1.30    0.00   12345  |     0.69      0.40
| 6.12e+07    131513  |    -1.06    0.00   12345  |     1.11      0.39
| 6.13e+07    131556  |    -1.23    0.00   12345  |     0.78      0.34
| 6.13e+07    131600  |    -1.09    0.00   12345  |     0.63      0.39
| 6.13e+07    131643  |    -1.71    0.00   12345  |     0.77      0.45
| 6.13e+07    131686  |    -1.09    0.00   12345  |     0.70      0.36
| 6.13e+07    131729  |    -1.76    0.00   12345  |     0.52      0.43
| 6.14e+07    131772  |    -1.52    0.00   12345  |     0.23      0.39
| 6.14e+07    131814  |    -1.43    0.00   12345  |     0.57      0.37
| 6.14e+07    131858  |    -1.12    0.00   12345  |     0.93      0.36
| 6.14e+07    131900  |    -1.49    0.00   12345  |     0.76      0.36
| 6.14e+07    131943  |    -1.12    0.00   12345  |     0.92      0.40
| 6.15e+07    131985  |    -1.09    0.00   12345  |     0.62      0.42
| 6.15e+07    132027  |    -1.13    0.00   12345  |     0.64      0.37
| 6.15e+07    132069  |    -1.59    0.00   12345  |     0.73      0.37
| 6.15e+07    132111  |    -1.45    0.00   12345  |     0.00      0.38
| 6.15e+07    132153  |    -1.11    0.00   12345  |     0.00      0.37
| 6.16e+07    132196  |    -0.83    0.00   12345  |     0.00      0.42
| 6.16e+07    132238  |    -1.74    0.00   12345  |     0.00      0.42
| 6.16e+07    132280  |    -1.20    0.00   12345  |     0.00      0.42
| 6.16e+07    132323  |    -2.35    0.00   12345  |     0.52      0.40
| 6.16e+07    132365  |    -1.38    0.00   12345  |     0.17      0.35
| 6.17e+07    132407  |    -1.13    0.00   12345  |     0.09      0.37
| 6.17e+07    132449  |    -1.08    0.00   12345  |     0.21      0.44
| 6.17e+07    132491  |    -1.49    0.00   12345  |     0.18      0.40
| 6.17e+07    132534  |    -1.64    0.00   12345  |     0.13      0.34
| 6.17e+07    132576  |    -1.69    0.00   12345  |     0.14      0.36
| 6.18e+07    132619  |    -1.41    0.00   12345  |     0.15      0.34
| 6.18e+07    132663  |    -1.57    0.00   12345  |     0.42      0.46
| 6.18e+07    132705  |    -1.20    0.00   12345  |     0.00      0.42
| 6.18e+07    132747  |    -1.45    0.00   12345  |     0.00      0.41
| 6.18e+07    132789  |    -1.17    0.00   12345  |     0.00      0.42
| 6.19e+07    132832  |    -1.87    0.00   12345  |     0.00      0.42
| 6.19e+07    132874  |    -1.53    0.00   12345  |     0.00      0.42
| 6.19e+07    132916  |    -1.11    0.00   12345  |     0.00      0.41
| 6.19e+07    132959  |    -1.53    0.00   12345  |     0.00      0.41
| 6.19e+07    133002  |    -1.40    0.00   12345  |     0.28      0.39
| 6.20e+07    133046  |    -1.38    0.00   12345  |     0.72      0.40
| 6.20e+07    133090  |    -1.41    0.00   12345  |     0.49      0.42
| 6.20e+07    133132  |    -1.34    0.00   12345  |     0.96      0.47
| 6.20e+07    133176  |    -1.62    0.00   12345  |     0.76      0.38
| 6.20e+07    133218  |    -1.13    0.00   12345  |     0.92      0.40
| 6.21e+07    133261  |    -1.37    0.00   12345  |     0.81      0.34
| 6.21e+07    133303  |    -1.09    0.00   12345  |     0.58      0.36
| 6.21e+07    133345  |    -1.17    0.00   12345  |     0.49      0.35
| 6.21e+07    133388  |    -1.30    0.00   12345  |     0.68      0.39
| 6.21e+07    133431  |    -1.77    0.00   12345  |     0.39      0.40
| 6.22e+07    133474  |    -0.98    0.00   12345  |     0.41      0.41
| 6.22e+07    133517  |    -1.84    0.00   12345  |     0.71      0.38
| 6.22e+07    133559  |    -1.52    0.00   12345  |     1.01      0.37
| 6.22e+07    133601  |    -1.18    0.00   12345  |     0.95      0.36
| 6.22e+07    133644  |    -1.18    0.00   12345  |     0.98      0.37
| 6.23e+07    133687  |    -1.45    0.00   12345  |     0.58      0.38
| 6.23e+07    133730  |    -1.97    0.00   12345  |     0.72      0.39
| 6.23e+07    133772  |    -1.36    0.00   12345  |     0.81      0.37
| 6.23e+07    133816  |    -1.10    0.00   12345  |     0.00      0.29
| 6.23e+07    133859  |    -1.15    0.00   12345  |     0.00      0.46
| 6.24e+07    133901  |    -1.17    0.00   12345  |     0.00      0.42
| 6.24e+07    133944  |    -1.22    0.00   12345  |     0.00      0.41
| 6.24e+07    133987  |    -1.69    0.00   12345  |     0.00      0.39
| 6.24e+07    134030  |    -1.29    0.00   12345  |     0.35      0.36
| 6.24e+07    134073  |    -1.12    0.00   12345  |     0.10      0.34
| 6.25e+07    134115  |    -1.28    0.00   12345  |     0.08      0.36
| 6.25e+07    134157  |    -1.42    0.00   12345  |     0.23      0.40
| 6.25e+07    134200  |    -1.13    0.00   12345  |     0.16      0.36
| 6.25e+07    134243  |    -1.22    0.00   12345  |     0.11      0.36
| 6.25e+07    134286  |    -1.21    0.00   12345  |     0.09      0.34
| 6.26e+07    134328  |    -1.29    0.00   12345  |     0.22      0.37
| 6.26e+07    134371  |    -1.52    0.00   12345  |     0.20      0.42
| 6.26e+07    134413  |    -1.26    0.00   12345  |     0.00      0.40
| 6.26e+07    134456  |    -1.13    0.00   12345  |     0.00      0.42
| 6.26e+07    134499  |    -1.42    0.00   12345  |     0.00      0.40
| 6.27e+07    134542  |    -1.25    0.00   12345  |     0.00      0.42
| 6.27e+07    134584  |    -1.14    0.00   12345  |     0.00      0.42
| 6.27e+07    134626  |    -1.90    0.00   12345  |     0.00      0.41
| 6.27e+07    134668  |    -1.15    0.00   12345  |     0.00      0.43
| 6.27e+07    134710  |    -1.30    0.00   12345  |     0.33      0.39
| 6.28e+07    134753  |    -1.29    0.00   12345  |     0.61      0.36
| 6.28e+07    134795  |    -1.31    0.00   12345  |     0.36      0.38
| 6.28e+07    134839  |    -1.32    0.00   12345  |     0.29      0.35
| 6.28e+07    134883  |    -1.18    0.00   12345  |     0.48      0.41
| 6.28e+07    134927  |    -1.35    0.00   12345  |     0.98      0.41
| 6.29e+07    134970  |    -1.25    0.00   12345  |     0.51      0.38
| 6.29e+07    135013  |    -1.26    0.00   12345  |     0.46      0.36
| 6.29e+07    135055  |    -1.21    0.00   12345  |     0.38      0.37
| 6.29e+07    135097  |    -1.25    0.00   12345  |     0.85      0.44
| 6.29e+07    135140  |    -1.22    0.00   12345  |     0.23      0.36
| 6.30e+07    135182  |    -1.24    0.00   12345  |     0.34      0.40
| 6.30e+07    135226  |    -1.13    0.00   12345  |     0.56      0.38
| 6.30e+07    135268  |    -1.27    0.00   12345  |     1.12      0.36
| 6.30e+07    135310  |    -1.15    0.00   12345  |     1.22      0.42
| 6.30e+07    135352  |    -1.16    0.00   12345  |     0.89      0.38
| 6.31e+07    135394  |    -1.27    0.00   12345  |     0.60      0.37
| 6.31e+07    135436  |    -1.12    0.00   12345  |     0.56      0.37
| 6.31e+07    135479  |    -1.26    0.00   12345  |     0.45      0.36
| 6.31e+07    135522  |    -1.39    0.00   12345  |     0.00      0.31
| 6.31e+07    135564  |    -1.05    0.00   12345  |     0.00      0.44
| 6.32e+07    135606  |    -2.10    0.00   12345  |     0.00      0.40
| 6.32e+07    135649  |    -2.29    0.00   12345  |     0.00      0.41
| 6.32e+07    135690  |    -1.24    0.00   12345  |     0.00      0.41
| 6.32e+07    135733  |    -1.38    0.00   12345  |     0.34      0.36
| 6.32e+07    135775  |    -1.19    0.00   12345  |     0.16      0.39
| 6.33e+07    135819  |    -1.49    0.00   12345  |     0.11      0.36
| 6.33e+07    135861  |    -1.13    0.00   12345  |     0.16      0.36
| 6.33e+07    135904  |    -1.57    0.00   12345  |     0.18      0.39
| 6.33e+07    135946  |    -1.21    0.00   12345  |     0.11      0.36
| 6.33e+07    135988  |    -1.00    0.00   12345  |     0.13      0.38
| 6.34e+07    136031  |    -1.31    0.00   12345  |     0.20      0.38
| 6.34e+07    136073  |    -1.11    0.00   12345  |     0.18      0.39
| 6.34e+07    136116  |    -1.12    0.00   12345  |     0.00      0.43
| 6.34e+07    136158  |    -1.24    0.00   12345  |     0.00      0.43
| 6.34e+07    136200  |    -1.03    0.00   12345  |     0.00      0.41
| 6.35e+07    136242  |    -1.10    0.00   12345  |     0.00      0.42
| 6.35e+07    136284  |    -1.15    0.00   12345  |     0.00      0.43
| 6.35e+07    136326  |    -1.12    0.00   12345  |     0.00      0.43
| 6.35e+07    136369  |    -1.06    0.00   12345  |     0.00      0.43
| 6.35e+07    136413  |    -1.56    0.00   12345  |     0.30      0.39
| 6.36e+07    136457  |    -1.14    0.00   12345  |     0.62      0.39
| 6.36e+07    136501  |    -1.02    0.00   12345  |     0.34      0.40
| 6.36e+07    136543  |    -1.42    0.00   12345  |     0.31      0.36
| 6.36e+07    136585  |    -1.28    0.00   12345  |     0.56      0.40
| 6.36e+07    136627  |    -1.03    0.00   12345  |     1.01      0.40
| 6.37e+07    136670  |    -1.08    0.00   12345  |     0.65      0.40
| 6.37e+07    136712  |    -1.28    0.00   12345  |     0.48      0.39
| 6.37e+07    136754  |    -1.05    0.00   12345  |     0.42      0.38
| 6.37e+07    136797  |    -1.24    0.00   12345  |     0.62      0.35
| 6.37e+07    136839  |    -1.38    0.00   12345  |     0.30      0.40
| 6.38e+07    136881  |    -1.20    0.00   12345  |     0.35      0.40
| 6.38e+07    136925  |    -1.27    0.00   12345  |     0.53      0.40
| 6.38e+07    136967  |    -1.10    0.00   12345  |     1.01      0.37
| 6.38e+07    137009  |    -1.12    0.00   12345  |     1.31      0.41
| 6.38e+07    137051  |    -1.12    0.00   12345  |     1.12      0.37
| 6.39e+07    137093  |    -1.84    0.00   12345  |     0.56      0.40
| 6.39e+07    137136  |    -1.13    0.00   12345  |     0.74      0.41
| 6.39e+07    137180  |    -1.17    0.00   12345  |     0.81      0.40
| 6.39e+07    137222  |    -0.98    0.00   12345  |     0.00      0.33
| 6.39e+07    137264  |    -1.29    0.00   12345  |     0.00      0.46
| 6.40e+07    137309  |    -1.04    0.00   12345  |     0.00      0.42
| 6.40e+07    137351  |    -1.51    0.00   12345  |     0.00      0.40
| 6.40e+07    137393  |    -1.35    0.00   12345  |     0.00      0.41
| 6.40e+07    137435  |    -1.12    0.00   12345  |     0.48      0.38
| 6.40e+07    137477  |    -0.99    0.00   12345  |     0.25      0.43
| 6.41e+07    137520  |    -1.22    0.00   12345  |     0.20      0.38
| 6.41e+07    137562  |    -1.17    0.00   12345  |     0.17      0.39
| 6.41e+07    137604  |    -1.86    0.00   12345  |     0.38      0.38
| 6.41e+07    137647  |    -1.11    0.00   12345  |     0.13      0.35
| 6.41e+07    137690  |    -0.97    0.00   12345  |     0.17      0.36
| 6.42e+07    137732  |    -0.98    0.00   12345  |     0.14      0.38
| 6.42e+07    137774  |    -1.00    0.00   12345  |     0.10      0.41
| 6.42e+07    137816  |    -0.95    0.00   12345  |     0.00      0.44
| 6.42e+07    137859  |    -1.20    0.00   12345  |     0.00      0.42
| 6.42e+07    137903  |    -2.00    0.00   12345  |     0.00      0.43
| 6.43e+07    137945  |    -0.98    0.00   12345  |     0.00      0.42
| 6.43e+07    137987  |    -1.15    0.00   12345  |     0.00      0.43
| 6.43e+07    138029  |    -1.06    0.00   12345  |     0.00      0.44
| 6.43e+07    138072  |    -1.22    0.00   12345  |     0.00      0.44
| 6.43e+07    138114  |    -1.23    0.00   12345  |     0.34      0.41
| 6.44e+07    138157  |    -1.23    0.00   12345  |     0.53      0.41
| 6.44e+07    138200  |    -1.25    0.00   12345  |     0.38      0.38
| 6.44e+07    138243  |    -1.03    0.00   12345  |     0.26      0.38
| 6.44e+07    138285  |    -1.08    0.00   12345  |     1.14      0.46
| 6.44e+07    138326  |    -0.93    0.00   12345  |     0.76      0.39
| 6.45e+07    138369  |    -1.14    0.00   12345  |     0.63      0.40
| 6.45e+07    138411  |    -0.99    0.00   12345  |     0.52      0.39
| 6.45e+07    138453  |    -1.27    0.00   12345  |     0.41      0.38
| 6.45e+07    138496  |    -1.04    0.00   12345  |     0.52      0.36
| 6.45e+07    138538  |    -1.02    0.00   12345  |     0.42      0.42
| 6.46e+07    138581  |    -1.06    0.00   12345  |     0.47      0.42
| 6.46e+07    138623  |    -0.98    0.00   12345  |     0.48      0.37
| 6.46e+07    138665  |    -1.14    0.00   12345  |     0.89      0.38
| 6.46e+07    138707  |    -1.26    0.00   12345  |     1.34      0.38
| 6.46e+07    138749  |    -1.29    0.00   12345  |     1.17      0.36
| 6.47e+07    138792  |    -1.17    0.00   12345  |     0.45      0.40
| 6.47e+07    138834  |    -1.01    0.00   12345  |     0.69      0.40
| 6.47e+07    138876  |    -0.98    0.00   12345  |     1.05      0.39
| 6.47e+07    138919  |    -1.57    0.00   12345  |     0.00      0.32
| 6.47e+07    138962  |    -1.40    0.00   12345  |     0.00      0.45
| 6.48e+07    139005  |    -1.14    0.00   12345  |     0.00      0.42
| 6.48e+07    139048  |    -1.18    0.00   12345  |     0.00      0.40
| 6.48e+07    139089  |    -1.42    0.00   12345  |     0.00      0.40
| 6.48e+07    139132  |    -1.16    0.00   12345  |     0.45      0.38
| 6.48e+07    139174  |    -1.57    0.00   12345  |     0.28      0.43
| 6.49e+07    139218  |    -1.16    0.00   12345  |     0.20      0.38
| 6.49e+07    139261  |    -1.46    0.00   12345  |     0.15      0.39
| 6.49e+07    139304  |    -1.14    0.00   12345  |     0.38      0.36
| 6.49e+07    139348  |    -1.04    0.00   12345  |     0.11      0.35
| 6.49e+07    139392  |    -1.29    0.00   12345  |     0.19      0.39
| 6.50e+07    139435  |    -1.13    0.00   12345  |     0.14      0.39
| 6.50e+07    139477  |    -1.53    0.00   12345  |     0.00      0.51
| 6.50e+07    139519  |    -1.38    0.00   12345  |     0.00      0.43
| 6.50e+07    139563  |    -1.15    0.00   12345  |     0.00      0.43
| 6.50e+07    139607  |    -1.27    0.00   12345  |     0.00      0.43
| 6.51e+07    139649  |    -1.36    0.00   12345  |     0.00      0.43
| 6.51e+07    139691  |    -1.08    0.00   12345  |     0.00      0.43
| 6.51e+07    139734  |    -1.40    0.00   12345  |     0.00      0.44
| 6.51e+07    139776  |    -1.07    0.00   12345  |     0.00      0.43
| 6.51e+07    139819  |    -1.15    0.00   12345  |     0.36      0.40
| 6.52e+07    139862  |    -1.77    0.00   12345  |     0.62      0.42
| 6.52e+07    139904  |    -1.50    0.00   12345  |     0.44      0.38
| 6.52e+07    139948  |    -1.31    0.00   12345  |     0.34      0.39
| 6.52e+07    139992  |    -1.11    0.00   12345  |     0.90      0.47
| 6.52e+07    140034  |    -1.30    0.00   12345  |     0.65      0.41
| 6.53e+07    140076  |    -1.45    0.00   12345  |     0.56      0.40
| 6.53e+07    140119  |    -1.11    0.00   12345  |     0.41      0.39
| 6.53e+07    140162  |    -1.61    0.00   12345  |     0.35      0.39
| 6.53e+07    140205  |    -1.50    0.00   12345  |     0.56      0.35
| 6.53e+07    140247  |    -1.43    0.00   12345  |     0.64      0.42
| 6.54e+07    140289  |    -1.52    0.00   12345  |     0.39      0.41
| 6.54e+07    140332  |    -1.18    0.00   12345  |     0.70      0.38
| 6.54e+07    140374  |    -1.57    0.00   12345  |     0.98      0.39
| 6.54e+07    140416  |    -1.49    0.00   12345  |     1.34      0.38
| 6.54e+07    140458  |    -1.16    0.00   12345  |     1.06      0.35
| 6.55e+07    140501  |    -1.07    0.00   12345  |     0.42      0.37
| 6.55e+07    140543  |    -0.96    0.00   12345  |     0.52      0.38
| 6.55e+07    140585  |    -1.27    0.00   12345  |     0.60      0.37
| 6.55e+07    140628  |    -1.15    0.00   12345  |     0.00      0.35
